Date,Close,High,Low,Open,Volume
1999-03-10,10.278389930725098,10.278389930725098,10.278389930725098,10.278389930725098,0
1999-03-11,10.357563018798828,10.357563018798828,10.357563018798828,10.357563018798828,0
1999-03-12,10.339966773986816,10.339966773986816,10.339966773986816,10.339966773986816,0
1999-03-15,10.397141456604004,10.397141456604004,10.397141456604004,10.397141456604004,0
1999-03-16,10.366347312927246,10.366347312927246,10.366347312927246,10.366347312927246,0
1999-03-17,10.344361305236816,10.344361305236816,10.344361305236816,10.344361305236816,0
1999-03-18,10.480708122253418,10.480708122253418,10.480708122253418,10.480708122253418,0
1999-03-19,10.353164672851562,10.353164672851562,10.353164672851562,10.353164672851562,0
1999-03-22,10.34876823425293,10.34876823425293,10.34876823425293,10.34876823425293,0
1999-03-23,10.089274406433105,10.089274406433105,10.089274406433105,10.089274406433105,0
1999-03-24,10.111263275146484,10.111263275146484,10.111263275146484,10.111263275146484,0
1999-03-25,10.247604370117188,10.247604370117188,10.247604370117188,10.247604370117188,0
1999-03-26,10.215733528137207,10.215733528137207,10.215733528137207,10.215733528137207,0
1999-03-29,10.35686206817627,10.35686206817627,10.35686206817627,10.35686206817627,0
1999-03-30,10.247608184814453,10.247608184814453,10.247608184814453,10.247608184814453,0
1999-03-31,10.174766540527344,10.174766540527344,10.174766540527344,10.174766540527344,0
1999-04-01,10.192975044250488,10.192975044250488,10.192975044250488,10.192975044250488,0
1999-04-05,10.375072479248047,10.375072479248047,10.375072479248047,10.375072479248047,0
1999-04-06,10.329548835754395,10.329548835754395,10.329548835754395,10.329548835754395,0
1999-04-07,10.475231170654297,10.475231170654297,10.475231170654297,10.475231170654297,0
1999-04-08,10.5890474319458,10.5890474319458,10.5890474319458,10.5890474319458,0
1999-04-09,10.61635684967041,10.61635684967041,10.61635684967041,10.61635684967041,0
1999-04-12,10.725613594055176,10.725613594055176,10.725613594055176,10.725613594055176,0
1999-04-13,10.693745613098145,10.693745613098145,10.693745613098145,10.693745613098145,0
1999-04-14,10.666425704956055,10.666425704956055,10.666425704956055,10.666425704956055,0
1999-04-15,10.739276885986328,10.739276885986328,10.739276885986328,10.739276885986328,0
1999-04-16,10.821215629577637,10.821215629577637,10.821215629577637,10.821215629577637,0
1999-04-19,10.821215629577637,10.821215629577637,10.821215629577637,10.821215629577637,0
1999-04-20,10.821215629577637,10.821215629577637,10.821215629577637,10.821215629577637,0
1999-04-21,10.921372413635254,10.921372413635254,10.921372413635254,10.921372413635254,0
1999-04-22,11.016972541809082,11.016972541809082,11.016972541809082,11.016972541809082,0
1999-04-23,10.989656448364258,10.989656448364258,10.989656448364258,10.989656448364258,0
1999-04-26,10.91681957244873,10.91681957244873,10.91681957244873,10.91681957244873,0
1999-04-27,11.057942390441895,11.057942390441895,11.057942390441895,11.057942390441895,0
1999-04-28,11.1171236038208,11.1171236038208,11.1171236038208,11.1171236038208,0
1999-04-29,11.158098220825195,11.158098220825195,11.158098220825195,11.158098220825195,0
1999-04-30,11.053387641906738,11.053387641906738,11.053387641906738,11.053387641906738,0
1999-05-03,11.299230575561523,11.299230575561523,11.299230575561523,11.299230575561523,0
1999-05-04,11.130784034729004,11.130784034729004,11.130784034729004,11.130784034729004,0
1999-05-05,11.235490798950195,11.235490798950195,11.235490798950195,11.235490798950195,0
1999-05-06,11.17630386352539,11.17630386352539,11.17630386352539,11.17630386352539,0
1999-05-07,11.281017303466797,11.281017303466797,11.281017303466797,11.281017303466797,0
1999-05-10,11.2400484085083,11.2400484085083,11.2400484085083,11.2400484085083,0
1999-05-11,11.312880516052246,11.312880516052246,11.312880516052246,11.312880516052246,0
1999-05-12,11.331090927124023,11.331090927124023,11.331090927124023,11.331090927124023,0
1999-05-13,11.381172180175781,11.381172180175781,11.381172180175781,11.381172180175781,0
1999-05-14,11.14899730682373,11.14899730682373,11.14899730682373,11.14899730682373,0
1999-05-17,11.098917961120605,11.098917961120605,11.098917961120605,11.098917961120605,0
1999-05-18,11.039730072021484,11.039730072021484,11.039730072021484,11.039730072021484,0
1999-05-19,11.130784034729004,11.130784034729004,11.130784034729004,11.130784034729004,0
1999-05-20,11.12168025970459,11.12168025970459,11.12168025970459,11.12168025970459,0
1999-05-21,11.126232147216797,11.126232147216797,11.126232147216797,11.126232147216797,0
1999-05-24,10.948681831359863,10.948681831359863,10.948681831359863,10.948681831359863,0
1999-05-25,10.793898582458496,10.793898582458496,10.793898582458496,10.793898582458496,0
1999-05-26,10.966899871826172,10.966899871826172,10.966899871826172,10.966899871826172,0
1999-05-27,10.716508865356445,10.716508865356445,10.716508865356445,10.716508865356445,0
1999-05-28,10.853082656860352,10.853082656860352,10.853082656860352,10.853082656860352,0
1999-06-01,10.80755615234375,10.80755615234375,10.80755615234375,10.80755615234375,0
1999-06-02,10.812108039855957,10.812108039855957,10.812108039855957,10.812108039855957,0
1999-06-03,10.853082656860352,10.853082656860352,10.853082656860352,10.853082656860352,0
1999-06-04,10.989656448364258,10.989656448364258,10.989656448364258,10.989656448364258,0
1999-06-07,11.080704689025879,11.080704689025879,11.080704689025879,11.080704689025879,0
1999-06-08,10.980549812316895,10.980549812316895,10.980549812316895,10.980549812316895,0
1999-06-09,10.957786560058594,10.957786560058594,10.957786560058594,10.957786560058594,0
