Date,Close,High,Low,Open,Volume
2022-02-24,23.015186309814453,23.898049871293072,22.347199235713948,22.449967026171137,1234200
2022-02-25,23.532758712768555,23.65514561582084,23.0478851177212,23.0478851177212,109000
2022-02-28,23.48511505126953,23.519681041203373,23.216051660710697,23.41224278823497,51100
2022-03-01,23.131969451904297,23.49632542461086,23.010516273044924,23.472969592348914,94600
2022-03-02,23.5523738861084,23.6738270345827,23.28798279484138,23.28798279484138,147700
2022-03-03,23.486980438232422,23.673830641925136,23.43559654312015,23.673830641925136,114200
2022-03-04,23.448673248291016,23.48230549447252,23.22538784997729,23.477633260209092,557000
2022-03-07,23.010515213012695,23.458955368688247,23.005844759549774,23.42158461324208,127700
2022-03-08,22.767610549926758,23.225391574718984,22.767610549926758,22.991829718277916,115700
2022-03-09,23.131969451904297,23.3094769845795,23.07124286247461,23.244078159535956,152500
2022-03-10,23.18802261352539,23.216050679960155,22.92643445454369,23.01985777878819,88000
2022-03-11,22.980619430541992,23.402898983700013,22.973145992307455,23.337501944308595,58400
2022-03-14,22.833003997802734,23.094592095485314,22.758264286759815,23.019852384442398,51300
2022-03-15,23.15064811706543,23.196426033965796,22.842346587578607,22.842346587578607,106800
2022-03-16,23.458955764770508,23.547708637550123,23.10394070978059,23.3561879674941,195300
2022-03-17,23.748567581176758,23.757910268459003,23.44026602860418,23.636457115725186,87900
2022-03-18,23.879362106323242,23.91673285618318,23.636457578039938,23.823307763468765,84100
2022-03-21,23.946630477905273,24.038186328347084,23.7952817788536,23.8887068797258,100800
2022-03-22,24.158702850341797,24.734200304416106,24.006420424150058,24.094241333503472,180800
2022-03-23,23.948495864868164,24.168978283305787,23.94569288064256,24.168978283305787,93200
2022-03-24,24.20168113708496,24.25306325065307,24.02884407367503,24.10358379933438,141200
2022-03-25,24.38385772705078,24.421226696797817,24.24372097211223,24.337144287447586,131100
2022-03-28,24.36517333984375,24.402544093042653,24.140954166457114,24.402544093042653,100100
2022-03-29,24.59873390197754,24.645445559072797,24.383857428242568,24.477282524368576,141300
2022-03-30,24.551036834716797,24.66327093087741,24.47153909552421,24.66327093087741,89000
2022-03-31,24.195632934570312,24.57909661796412,24.195632934570312,24.57909661796412,185600
2022-04-01,24.315343856811523,24.335921146463626,24.120807748111783,24.335921146463626,153800
2022-04-04,24.363983154296875,24.429454091189907,24.228369244770015,24.363983154296875,106700
2022-04-05,24.07685089111328,24.476214462587798,24.045985846004033,24.45750848275798,243500
2022-04-06,24.027278900146484,24.116129618318514,23.877634646435588,23.99921993361311,520400
2022-04-07,24.102102279663086,24.223687573159776,23.884182801571885,24.08339630100196,383600
2022-04-08,24.158220291137695,24.269517840107124,24.083398154634654,24.19563225133944,88100
2022-04-11,23.849580764770508,24.102106165710104,23.849580764770508,24.102106165710104,148400
2022-04-12,23.849580764770508,24.176928308518065,23.784111612801116,24.176928308518065,169400
2022-04-13,24.088069915771484,24.13015747233545,23.8495749511758,23.886986905410506,748800
2022-04-14,23.89166259765625,24.167569517525024,23.882309609062375,24.167569517525024,130300
2022-04-18,23.877635955810547,24.01792722837012,23.812165030309117,23.933752108054314,189800
2022-04-19,24.242395401000977,24.457508820311567,23.89634190497488,23.96181283528286,206800
2022-04-20,24.176921844482422,24.307860113413042,24.13015690279283,24.298507125075123,162300
2022-04-21,23.88698959350586,24.42009751404199,23.83087165583863,24.42009751404199,157800
2022-04-22,23.288410186767578,23.92439919386281,23.288410186767578,23.92439919386281,195600
2022-04-25,23.31647300720215,23.325825998134153,22.81609958769393,23.148122738227304,145000
2022-04-26,22.745948791503906,23.194881568833523,22.689832640312776,23.194881568833523,208400
2022-04-27,22.78336524963379,23.054594853895765,22.685159735771094,22.86754038500145,186400
2022-04-28,23.082651138305664,23.172436630712443,22.557024877399716,23.148120283987826,197000
2022-04-29,22.353132247924805,23.02653320030666,22.315722074959307,23.02653320030666,559400
2022-05-02,22.465360641479492,22.63371083691187,22.04916253827158,22.63371083691187,195600
2022-05-03,22.62436294555664,22.727242256236067,22.43730673430275,22.549540817835133,188700
2022-05-04,23.288410186767578,23.29776317615431,22.564505220117447,22.69918612660601,253900
2022-05-05,22.652421951293945,23.16682568168471,22.502777683809455,23.16682568168471,381600
2022-05-06,22.652421951293945,22.736597074741518,22.367163792833153,22.58695280725703,499000
2022-05-09,21.91355323791504,22.38119201197588,21.866788290168742,22.38119201197588,670900
2022-05-10,22.016437530517578,22.334430301786256,21.773265118688087,22.306373112971713,279200
2022-05-11,21.829376220703125,22.325073920376575,21.80599464081008,22.016432427647874,419500
2022-05-12,21.885494232177734,21.960316364544653,21.534765152226488,21.773261925577533,652100
2022-05-13,22.306371688842773,22.36155308292914,22.035140321614637,22.109962460177485,745900
2022-05-16,22.381193161010742,22.549543413739684,22.189461325158433,22.222195898311234,294200
2022-05-17,22.82077407836914,22.839480059320962,22.58695466817294,22.755304928938287,268700
2022-05-18,22.100610733032227,22.689836668804865,22.053847562720378,22.689836668804865,254200
2022-05-19,21.91355323791504,22.175429809692883,21.86117792355947,21.950963412211724,353600
2022-05-20,21.91074562072754,22.18478123802465,21.464618932415462,22.18478123802465,288800
2022-05-23,22.268957138061523,22.34377926792367,22.011756178154172,22.147371845998148,158200
2022-05-24,22.231548309326172,22.315723433498327,21.856501089685736,22.13802019536818,225200
2022-05-25,22.42795753479004,22.521485656219546,22.166080935468063,22.259607272997034,290600
2022-05-26,22.736597061157227,22.85818414335347,22.540189629163827,22.540189629163827,897900
2022-05-27,23.148117065429688,23.148117065429688,22.839475575913298,22.895591723852593,447700
2022-05-31,22.99847984313965,23.180858717600987,22.91243339169747,23.092007974220028,663800
2022-06-01,22.923656463623047,23.204239057890884,22.772140863734062,23.1668288778088,191200
2022-06-02,23.157474517822266,23.166827508265026,22.72724587695785,22.989124257653604,568100
2022-06-03,22.923656463623047,23.064882524686343,22.876891508644654,22.998478607687844,533400
2022-06-06,22.99847984313965,23.157477130806075,22.94236367805171,23.148124139307964,278400
2022-06-07,23.222942352294922,23.293088884694146,22.85818466517995,22.876888861106046,200200
2022-06-08,22.97977066040039,23.232296043985123,22.947036086665385,23.176179886710898,430600
2022-06-09,22.465360641479492,22.961056457030562,22.465360641479492,22.904940319853047,302700
2022-06-10,21.98837661743164,22.20349003756323,21.941611667033172,22.20349003756323,451300
2022-06-13,21.13727569580078,21.539445379268187,21.06245355356735,21.530092388501437,1006700
2022-06-14,21.015684127807617,21.305621428179435,20.866039875183546,21.277562461849843,459300
2022-06-15,21.184036254882812,21.408502653918482,20.924029208873968,21.23080120295297,354700
2022-06-16,20.4638729095459,20.791220423230087,20.332934617632397,20.791220423230087,433300
2022-06-17,20.4171085357666,20.60042213360152,20.220701109514906,20.53869383050808,527100
2022-06-21,20.866039276123047,20.931508411778943,20.716395027795237,20.772511174943126,532900
2022-06-22,20.744455337524414,20.964246121954268,20.56675211215772,20.64157424116997,933000
2022-06-23,20.786542892456055,20.8660406240594,20.56675210806989,20.856687634947196,382600
2022-06-24,21.314979553222656,21.333683751382658,20.912809858422133,20.97827901173373,894500
2022-06-27,21.333681106567383,21.464621180858085,21.27943626277736,21.40850324163332,308700
2022-06-28,21.13727569580078,21.64232470990129,21.127922705034027,21.50203341620118,468000
2022-06-29,21.066959381103516,21.36697989560602,20.982578890814164,21.348228278152238,378600
2022-06-30,20.926321029663086,21.085706164978266,20.776311700925536,20.86069217187194,411200
2022-07-01,21.141956329345703,21.193522364355406,20.752870244889596,20.9450697828563,257800
2022-07-05,20.851320266723633,20.851320266723633,20.466921066378323,20.851320266723633,292300
2022-07-06,20.841943740844727,20.94226291946451,20.682558581194773,20.907572608656025,217500
2022-07-07,21.066959381103516,21.132590042191747,20.916950017978596,20.916950017978596,348700
2022-07-08,21.029457092285156,21.151339024348417,20.934763752664196,21.076334345789657,1079100
2022-07-11,20.85600471496582,20.972260779877633,20.804438674022023,20.935696386786436,310200
2022-07-12,20.738811492919922,20.945073885104748,20.654431016968775,20.80444035460362,314800
2022-07-13,20.551298141479492,20.682555859831503,20.401288809576542,20.51379491437761,334600
2022-07-14,20.363786697387695,20.39191411925408,20.073143824444628,20.248467665415063,457300
2022-07-15,20.743497848510742,20.748184857803682,20.495045226181745,20.645054559088194,510100
2022-07-18,20.616926193237305,20.954448070926762,20.570048949448093,20.954448070926762,416600
2022-07-19,21.188838958740234,21.21227758184319,20.79506401055272,20.832565449866983,400700
2022-07-20,21.17946434020996,21.249782001716603,21.01632922529706,21.13258709137381,319300
2022-07-21,21.32947540283203,21.32947540283203,21.029456694275243,21.12321298776238,286500
2022-07-22,21.17946434020996,21.395102546060123,21.095083861702957,21.385726738642408,547900
2022-07-25,21.263843536376953,21.31072078238612,21.170087256106314,21.282595150081544,239100
2022-07-26,21.17946434020996,21.27322062613468,21.141961110539107,21.27322062613468,439700
2022-07-27,21.59199333190918,21.64824639443285,21.273222997187354,21.310724442785595,287800
2022-07-28,21.69980812072754,21.732622549678773,21.390413656150027,21.591989027280313,268900
2022-07-29,21.882633209228516,21.920134649630633,21.69512064246083,21.770125311517432,242700
2022-08-01,21.835756301879883,21.901385164795407,21.71387259510614,21.779501458021663,348900
2022-08-02,21.751375198364258,21.976389202564285,21.70449616316487,21.83575567347081,248700
2022-08-03,21.98576545715332,22.042018512285345,21.808565740521487,21.892009173098355,343700
